review_id,sentence_id,text,category,polarity,target,from_num,to_num
102,283:2,Good laptop for the money.,LAPTOP#PRICE,neutral,,0,0
263,231:1,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,COMPANY#GENERAL,negative,,0,0
355,11:9,This is a great laptop and I would recommend it to anyone.,LAPTOP#GENERAL,positive,,0,0
284,372:1,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,CPU#OPERATION_PERFORMANCE,negative,,0,0
292,259:0,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",MOUSE#USABILITY,positive,,0,0
273,370:2,"Not super fancy, but not super expensive either.",LAPTOP#PRICE,neutral,,0,0
246,150:3,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,LAPTOP#USABILITY,negative,,0,0
299,320:2,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,COMPANY#GENERAL,negative,,0,0
49,53:1,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",LAPTOP#DESIGN_FEATURES,neutral,,0,0
294,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#QUALITY,neutral,,0,0
132,351:0,little short on RAM but you get what you pay for.,MEMORY#DESIGN_FEATURES,neutral,,0,0
139,104:6,"THEN, one month after the warranty expired, the replacement charger went.",POWER_SUPPLY#MISCELLANEOUS,negative,,0,0
170,50:3,"Now the screen is going darker, darker, darker.",DISPLAY#OPERATION_PERFORMANCE,negative,,0,0
306,50:4,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,SUPPORT#QUALITY,negative,,0,0
114,189:5,"I got it for Christmas, and I was so excited to set it up!",LAPTOP#GENERAL,positive,,0,0
155,12:0,The Mac Book Pro performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
281,310:4,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,SOFTWARE#USABILITY,positive,,0,0
213,285:4,I would recommend this product.,LAPTOP#GENERAL,positive,,0,0
154,43:3,I would not recommend this product to anyone.,LAPTOP#GENERAL,negative,,0,0
214,177:1,Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,LAPTOP#MISCELLANEOUS,neutral,,0,0
24,173:2,Only thing I would want to add to this is an internal bluray read/write drive.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
331,246:1,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
280,380:5,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",LAPTOP#PRICE,negative,,0,0
152,92:0,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",COMPANY#GENERAL,negative,,0,0
282,149:3,i cant believe HP put this out.,COMPANY#GENERAL,negative,,0,0
176,25:6,"4) Laptop still did not work, blue screen within a week...",SUPPORT#QUALITY,negative,,0,0
72,246:4,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",SUPPORT#QUALITY,positive,,0,0
306,306:7,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,SOFTWARE#DESIGN_FEATURES,neutral,,0,0
69,307:8,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",SOFTWARE#DESIGN_FEATURES,neutral,,0,0
365,235:3,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",SUPPORT#QUALITY,positive,,0,0
8,213:4,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,SUPPORT#QUALITY,negative,,0,0
298,355:2,And if you are a game player it works with World Of Warcraft wonderfully.,LAPTOP#MISCELLANEOUS,positive,,0,0
34,45:4,If you are a PC user looking to convert I would HIGHLY recommend it!,LAPTOP#MISCELLANEOUS,positive,,0,0
160,81:0,"Good keyboard, long battery life, largest hard drive and windows 7.",OS#GENERAL,neutral,,0,0
85,337:2,"I had a USB connect but, i can't use it because it is not compatible.",LAPTOP#USABILITY,negative,,0,0
230,166:7,A mac is very easy to use and it simply makes sense.,LAPTOP#USABILITY,positive,,0,0
52,246:1,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP#USABILITY,positive,,0,0
111,139:0,"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.",LAPTOP#GENERAL,positive,,0,0
53,381:2,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,BATTERY#OPERATION_PERFORMANCE,negative,,0,0
374,289:10,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",DISPLAY#DESIGN_FEATURES,positive,,0,0
364,283:3,"Speakers don't get that loud, but good enough.",MULTIMEDIA_DEVICES#QUALITY,neutral,,0,0
235,252:2,Still trying to learn how to use it.,LAPTOP#USABILITY,neutral,,0,0
379,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#USABILITY,neutral,,0,0
292,390:0,lots of preloaded software.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
286,235:1,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",LAPTOP#DESIGN_FEATURES,neutral,,0,0
93,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#QUALITY,neutral,,0,0
269,31:11,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",LAPTOP#USABILITY,positive,,0,0
263,269:8,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,LAPTOP#MISCELLANEOUS,neutral,,0,0
202,306:5,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",LAPTOP#MISCELLANEOUS,positive,,0,0
135,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
236,124:5,"The 4 USB ports are nice, but the two on the side only work now and then.",PORTS#QUALITY,negative,,0,0
93,22:9,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",GRAPHICS#GENERAL,neutral,,0,0
169,201:9,The internet capabilities are also very strong and picks up signals very easily.,LAPTOP#CONNECTIVITY,positive,,0,0
252,277:2,"The screen takes some getting use to, because it is smaller than the laptop.",DISPLAY#USABILITY,neutral,,0,0
84,5:2,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",OS#USABILITY,neutral,,0,0
24,337:1,"It has no camera but, I can always buy and install one easy.",LAPTOP#DESIGN_FEATURES,neutral,,0,0
195,145:0,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,LAPTOP#QUALITY,neutral,,0,0
377,370:2,"Not super fancy, but not super expensive either.",LAPTOP#PRICE,neutral,,0,0
131,343:8,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,COMPANY#GENERAL,neutral,,0,0
77,294:4,The one thing I wish it had was a detailed hardcopy manuel.,LAPTOP#MISCELLANEOUS,negative,,0,0
69,360:0,Like the price and operation.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
50,277:2,"The screen takes some getting use to, because it is smaller than the laptop.",DISPLAY#USABILITY,neutral,,0,0
345,36:4,It doesnt work worth a damn.,LAPTOP#GENERAL,negative,,0,0
324,85:9,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",LAPTOP#PRICE,negative,,0,0
172,68:1,But the screen size is not that bad for email and web browsing.,DISPLAY#DESIGN_FEATURES,neutral,,0,0
350,334:2,defective software.,SOFTWARE#QUALITY,negative,,0,0
167,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",CPU#MISCELLANEOUS,neutral,,0,0
86,368:1,The Toshiba Satellite has been more than I expected for the price.,LAPTOP#GENERAL,positive,,0,0
97,312:4,"I upgraded it's RAM to 2GB, I am very happy with it.",MEMORY#DESIGN_FEATURES,neutral,,0,0
318,22:6,The problem I had with this unit was unresolvable.,LAPTOP#GENERAL,negative,,0,0
252,368:1,The Toshiba Satellite has been more than I expected for the price.,LAPTOP#PRICE,neutral,,0,0
389,337:2,"I had a USB connect but, i can't use it because it is not compatible.",LAPTOP#USABILITY,negative,,0,0
29,40:6,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",LAPTOP#MISCELLANEOUS,neutral,,0,0
236,344:1,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
25,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#USABILITY,neutral,,0,0
19,259:2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",SOFTWARE#GENERAL,positive,,0,0
169,60:3,They are asking me to ship the unit back to fix it at their site.,SUPPORT#QUALITY,neutral,,0,0
122,40:8,In the past four years I've had it I have never once gotten a virus.,LAPTOP#QUALITY,positive,,0,0
5,341:1,"The battery life has not decreased since I bought it, so i'm thrilled with that.",BATTERY#OPERATION_PERFORMANCE,positive,,0,0
314,84:2,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",LAPTOP#MISCELLANEOUS,positive,,0,0
334,111:0,This just keeps having it's hard drive replaced!,HARD_DISC#QUALITY,negative,,0,0
105,39:6,I also like that you can scroll down in a window using two fingers on the trackpad.,MOUSE#OPERATION_PERFORMANCE,positive,,0,0
57,89:6,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT#QUALITY,negative,,0,0
321,22:9,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",GRAPHICS#GENERAL,neutral,,0,0
58,147:1,The right speaker did not work.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,,0,0
147,306:7,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,SOFTWARE#DESIGN_FEATURES,neutral,,0,0
11,286:3,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",LAPTOP#MISCELLANEOUS,neutral,,0,0
360,306:3,"I play a lot of casual games online, and the touchpad is very responsive.",MOUSE#OPERATION_PERFORMANCE,positive,,0,0
139,331:1,Page just disapeared after you got yahoo or downloaded something.,LAPTOP#OPERATION_PERFORMANCE,negative,,0,0
112,328:3,It's a great prodcut to handle basic computing needs.,LAPTOP#MISCELLANEOUS,positive,,0,0
96,348:1,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",DISPLAY#QUALITY,negative,,0,0
5,25:4,2) Blue screen first month,LAPTOP#QUALITY,negative,,0,0
283,201:5,It has a lot of memory and a great battery life.,MEMORY#DESIGN_FEATURES,positive,,0,0
13,56:2,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,LAPTOP#PRICE,neutral,,0,0
147,1:9,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",LAPTOP#GENERAL,positive,,0,0
164,177:1,Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,LAPTOP#MISCELLANEOUS,neutral,,0,0
211,307:2,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,LAPTOP#DESIGN_FEATURES,positive,,0,0
196,269:2,for being so small it is amazing that it is as fast as it is.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
274,345:3,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",KEYBOARD#GENERAL,neutral,,0,0
317,56:2,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,LAPTOP#PRICE,neutral,,0,0
12,350:5,Not enough time for me to give it 5 stars!,LAPTOP#GENERAL,neutral,,0,0
172,57:1,Easy learning curve.,LAPTOP#USABILITY,positive,,0,0
349,269:3,when i first got it i thought the size of it was a joke.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
278,5:7,"Keyboard is great, very quiet for all the typing that I do.",KEYBOARD#GENERAL,positive,,0,0
299,60:3,They are asking me to ship the unit back to fix it at their site.,SUPPORT#QUALITY,neutral,,0,0
247,111:1,Acer won't replace the laptop.,SUPPORT#QUALITY,negative,,0,0
31,39:11,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP#PRICE,neutral,,0,0
346,59:2,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,HARDWARE#QUALITY,negative,,0,0
290,308:5,This system came loaded with Windows 7 Starter.,OS#GENERAL,neutral,,0,0
350,320:0,"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM.",LAPTOP#MISCELLANEOUS,neutral,,0,0
299,5:6,"I had to adjust my mousepad sensitivity, because it is very sensitive.",MOUSE#OPERATION_PERFORMANCE,negative,,0,0
337,1:5,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,MOUSE#USABILITY,neutral,,0,0
147,230:8,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",SUPPORT#QUALITY,negative,,0,0
47,329:7,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
344,104:11,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",LAPTOP#QUALITY,negative,,0,0
66,230:10,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,WARRANTY#PRICE,neutral,,0,0
365,58:7,The built-in webcam is great for Skype and similar video-chat services.,MULTIMEDIA_DEVICES#MISCELLANEOUS,positive,,0,0
8,6:2,There is a little indent to help open it - but good luck with that.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
284,177:1,Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,LAPTOP#MISCELLANEOUS,neutral,,0,0
231,150:0,dell is a decently made pc.,LAPTOP#GENERAL,neutral,,0,0
171,214:0,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
264,94:8,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
343,337:1,"It has no camera but, I can always buy and install one easy.",LAPTOP#DESIGN_FEATURES,neutral,,0,0
32,230:10,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,WARRANTY#PRICE,neutral,,0,0
318,196:2,"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",SOFTWARE#OPERATION_PERFORMANCE,negative,,0,0
383,101:6,I should have spent an extra hundred bucks and got a full sized computer.,LAPTOP#GENERAL,negative,,0,0
86,44:3,Charger seems large for this class of computer.,POWER_SUPPLY#DESIGN_FEATURES,negative,,0,0
277,320:2,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,COMPANY#GENERAL,negative,,0,0
345,307:8,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",SOFTWARE#DESIGN_FEATURES,neutral,,0,0
56,28:3,I like it!,LAPTOP#GENERAL,positive,,0,0
183,337:1,"It has no camera but, I can always buy and install one easy.",LAPTOP#DESIGN_FEATURES,neutral,,0,0
383,341:1,"The battery life has not decreased since I bought it, so i'm thrilled with that.",BATTERY#OPERATION_PERFORMANCE,positive,,0,0
49,6:1,It is held in place magnetically.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
295,256:4,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP#CONNECTIVITY,positive,,0,0
361,149:3,i cant believe HP put this out.,COMPANY#GENERAL,negative,,0,0
200,267:0,Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,LAPTOP#PORTABILITY,positive,,0,0
340,43:1,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",LAPTOP#QUALITY,negative,,0,0
330,368:1,The Toshiba Satellite has been more than I expected for the price.,LAPTOP#GENERAL,positive,,0,0
290,230:10,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,WARRANTY#PRICE,neutral,,0,0
159,320:0,"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM.",LAPTOP#MISCELLANEOUS,neutral,,0,0
264,315:0,"the key bindings take a little getting used to, but have loved the Macbook Pro.",KEYBOARD#USABILITY,neutral,,0,0
343,282:1,I've been impressed with the battery life and the performance for such a small amount of memory.,MEMORY#DESIGN_FEATURES,neutral,,0,0
367,239:8,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",MULTIMEDIA_DEVICES#QUALITY,neutral,,0,0
19,25:4,2) Blue screen first month,LAPTOP#OPERATION_PERFORMANCE,negative,,0,0
72,84:2,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",LAPTOP#MISCELLANEOUS,positive,,0,0
256,93:0,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,SUPPORT#QUALITY,neutral,,0,0
295,93:3,They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later.,SUPPORT#QUALITY,negative,,0,0
154,370:2,"Not super fancy, but not super expensive either.",LAPTOP#PRICE,neutral,,0,0
25,292:3,It does run a little warm but that is a negligible concern.,LAPTOP#QUALITY,neutral,,0,0
112,34:5,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,LAPTOP#USABILITY,negative,,0,0
166,4:1,Ease of use is just one of the benefits I love about my Mac.,LAPTOP#USABILITY,positive,,0,0
340,384:2,I can barely use any usb devices because they will not stay connected properly.,LAPTOP#CONNECTIVITY,negative,,0,0
111,300:3,I recently purchased the mini and absolutely love it!,LAPTOP#GENERAL,positive,,0,0
269,102:1,It started out getting hot after only a few months.,LAPTOP#QUALITY,negative,,0,0
391,100:6,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,COMPANY#GENERAL,negative,,0,0
365,262:11,"If you are looking for something reliable, this is the laptop for you.",LAPTOP#QUALITY,positive,,0,0
29,5:8,"Screen is crystal clear, yes it's small - but it's a netbook!",DISPLAY#DESIGN_FEATURES,neutral,,0,0
7,343:8,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,COMPANY#GENERAL,neutral,,0,0
57,370:2,"Not super fancy, but not super expensive either.",LAPTOP#DESIGN_FEATURES,neutral,,0,0
41,239:7,"That being said, it still runs video in full screen decently.",DISPLAY#OPERATION_PERFORMANCE,neutral,,0,0
36,350:2,It Was a great deal after all.,LAPTOP#PRICE,positive,,0,0
78,344:2,Great wifi too.,LAPTOP#CONNECTIVITY,positive,,0,0
139,282:1,I've been impressed with the battery life and the performance for such a small amount of memory.,MEMORY#DESIGN_FEATURES,neutral,,0,0
292,115:1,The Computer itself is a good product but the repair depot stinks.,LAPTOP#GENERAL,positive,,0,0
266,189:17,They are so realistic I am just speechless.,GRAPHICS#QUALITY,positive,,0,0
214,195:2,The performance is awesome.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
164,344:1,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
325,36:12,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,HARD_DISC#DESIGN_FEATURES,negative,,0,0
344,394:13,Once I removed all the software the laptop loads in 15-20 seconds.,LAPTOP#OPERATION_PERFORMANCE,neutral,,0,0
76,366:9,"I just love this lap top, I just wish it were all silver or they had all black.",LAPTOP#DESIGN_FEATURES,neutral,,0,0
213,324:2,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,LAPTOP#MISCELLANEOUS,neutral,,0,0
39,40:3,It is super easy to use.,LAPTOP#USABILITY,positive,,0,0
174,308:5,This system came loaded with Windows 7 Starter.,OS#GENERAL,neutral,,0,0
383,273:9,It's more expensive but well worth it in the long run.,LAPTOP#GENERAL,positive,,0,0
231,333:0,I'm really impressed with the quality and performance for the price of the computer.,LAPTOP#PRICE,neutral,,0,0
10,240:2,"I'm glad I bought this laptop, it was worth the few ($100) extra dollars.",LAPTOP#PRICE,neutral,,0,0
200,165:3,This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
344,40:10,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",LAPTOP#DESIGN_FEATURES,positive,,0,0
49,288:7,It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY,negative,,0,0
101,231:5,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",SUPPORT#QUALITY,negative,,0,0
217,166:2,They don't crash.,LAPTOP#OPERATION_PERFORMANCE,positive,,0,0
363,39:11,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP#PRICE,neutral,,0,0
22,71:2,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",POWER_SUPPLY#QUALITY,negative,,0,0
252,285:2,"It is easy to use, good quality and good price.",LAPTOP#USABILITY,positive,,0,0
78,344:1,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,LAPTOP#DESIGN_FEATURES,neutral,,0,0
95,40:6,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",LAPTOP#MISCELLANEOUS,neutral,,0,0
334,356:3,it has times were it freezes for 10 seconds and then starts again.,LAPTOP#OPERATION_PERFORMANCE,negative,,0,0
167,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD#DESIGN_FEATURES,negative,,0,0
47,320:3,WILL NOT EVERY BUY ANOTHER--------LOU,LAPTOP#GENERAL,negative,,0,0
347,307:1,"But let me tell you, the mac book pro is so professional.",LAPTOP#GENERAL,positive,,0,0
